"FID"	"OBJECTID"	"AmbulanceR"	"BikeAge_Gr"	"Bike_Age"	"Bike_Alc_D"	"Bike_Dir"	"Bike_Injur"	"Bike_Pos"	"Bike_Race"	"Bike_Sex"	"City"	"County"	"CrashAlcoh"	"CrashDay"	"Crash_Date"	"Crash_Grp"	"Crash_Hour"	"Crash_Loc"	"Crash_Mont"	"Crash_Time"	"Crash_Type"	"Crash_Ty_1"	"Crash_Year"	"Crsh_Sevri"	"Developmen"	"DrvrAge_Gr"	"Drvr_Age"	"Drvr_Alc_D"	"Drvr_EstSp"	"Drvr_Injur"	"Drvr_Race"	"Drvr_Sex"	"Drvr_VehTy"	"ExcsSpdInd"	"Hit_Run"	"Latitude"	"Light_Cond"	"Locality"	"Longitude"	"Num_Lanes"	"Num_Units"	"Rd_Charact"	"Rd_Class"	"Rd_Conditi"	"Rd_Config"	"Rd_Defects"	"Rd_Feature"	"Rd_Surface"	"Region"	"Rural_Urba"	"Speed_Limi"	"Traff_Cntr"	"Weather"	"Workzone_I"	"Location"
"5244"	547	548	"No"	"16-19"	"17"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Rockingham"	"No"	"Wednesday"	"08/08/2012 12:00:00 AM"	"Bicyclist Left Turn / Merge"	6	"Non-Intersection"	"August"	"6:38"	"Bicyclist Left Turn - Same Direction"	NA	2012	"C: Possible Injury"	"Residential"	NA	NA	"No"	"41-45 mph"	"Injury"	NA	NA	"Passenger Car"	"No"	"Yes"	36.49643	"Daylight"	"Rural (<30% Developed)"	-79.7929	"2 lanes"	2	"Straight - Level"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Rural"	"40 - 45  MPH"	"Double Yellow Line, No Passing Zone"	"Clear"	"No"	"(36.49643, -79.7929)"
"5245"	548	549	"Yes"	"50-59"	"58"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"Black"	"Male"	"Hendersonville"	"Henderson"	"No"	"Thursday"	"07/05/2012 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	23	"Intersection"	"July"	"23:32"	"Bicyclist Ride Through - Sign-Controlled Intersection"	NA	2012	"B: Evident Injury"	"Residential"	"0-19"	"19"	"No"	"16-20 mph"	"O: No Injury"	"White"	"Male"	"Sport Utility"	"No"	"No"	35.31911	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-82.4722	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Mountains"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Clear"	"No"	"(35.31911, -82.4722)"
"5246"	549	550	"Yes"	"20-24"	"23"	"No"	"Facing Traffic"	"C: Possible Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"White"	"Male"	"Greenville"	"Pitt"	"No"	"Friday"	"08/10/2012 12:00:00 AM"	"Motorist Failed to Yield - Midblock"	16	"Non-Intersection"	"August"	"16:04"	"Motorist Drive Out - Commercial Driveway / Alley"	NA	2012	"C: Possible Injury"	"Commercial"	"25-29"	"27"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	35.5912	"Daylight"	"Urban (>70% Developed)"	-77.3787	NA	2	"Straight - Level"	"Public Vehicular Area"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Public"	"Smooth Asphalt"	"Coastal"	"Urban"	"5 - 15 MPH"	"No Control Present"	"Cloudy"	"No"	"(35.5912, -77.3787)"
"5247"	550	551	"Yes"	"50-59"	"51"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"High Point"	"Guilford"	"No"	"Monday"	"07/30/2012 12:00:00 AM"	"Motorist Failed to Yield - Sign-Controlled Intersection"	17	"Intersection"	"July"	"17:26"	"Motorist Drive Out - Sign-Controlled Intersection"	NA	2012	"C: Possible Injury"	"Commercial"	"30-39"	"30"	"No"	"11-15 mph"	"O: No Injury"	"Black"	"Female"	"Passenger Car"	"No"	"No"	35.96442	"Daylight"	"Urban (>70% Developed)"	-80.0116	"5 lanes"	2	"Straight - Level"	"NC Route"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Clear"	"No"	"(35.96442, -80.0116)"
"5248"	551	552	"Yes"	"50-59"	"51"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Iredell"	"No"	"Sunday"	"08/12/2012 12:00:00 AM"	"Motorist Overtaking Bicyclist"	12	"Non-Intersection"	"August"	"12:16"	"Motorist Overtaking - Other /"	NA	2012	"B: Evident Injury"	"Residential"	"70"	"70"	"No"	"26-30 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	35.78908	"Daylight"	"Mixed (30% To 70% Developed)"	-81.0088	"2 lanes"	2	"Curve - Level"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Piedmont"	"Rural"	"50 - 55  MPH"	"Double Yellow Line, No Passing Zone"	"Clear"	"No"	"(35.78908, -81.0088)"
"5249"	552	553	"Yes"	"40-49"	"46"	"No"	"Not Applicable"	"K: Killed"	"Non-Roadway"	"White"	"Male"	"None - Rural Crash"	"Onslow"	"No"	"Thursday"	"08/09/2012 12:00:00 AM"	"Bicyclist Failed to Yield - Midblock"	18	"Non-Intersection"	"August"	"18:29"	"Bicyclist Ride Out - Commercial Driveway / Alley"	NA	2012	"K: Killed"	"Commercial"	"30-39"	"39"	"No"	"31-35 mph"	"O: No Injury"	"White"	"Female"	"Pickup"	"No"	"No"	34.71831	"Daylight"	"Urban (>70% Developed)"	-77.3203	"3 lanes"	2	"Straight - Level"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Public"	"Smooth Asphalt"	"Coastal"	"Rural"	"40 - 45  MPH"	"Stop Sign"	"Clear"	"No"	"(34.71831, -77.3203)"
"5250"	553	554	"Yes"	NA	"0"	NA	"With Traffic"	"Injury"	"Travel Lane"	NA	NA	"Fayetteville"	"Cumberland"	"No"	"Monday"	"07/30/2012 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	15	"Intersection"	"July"	"15:06"	"Bicyclist Ride Out - Sign-Controlled Intersection"	NA	2012	"O: No Injury"	"Commercial"	"60-69"	"60"	"No"	"21-25 mph"	"O: No Injury"	"Native American"	"Female"	"Passenger Car"	"No"	"No"	35.0416	"Daylight"	"Urban (>70% Developed)"	-78.8491	"4 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Clear"	"No"	"(35.0416, -78.8491)"
"5251"	554	555	"Yes"	"40-49"	"46"	"Yes"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"Laurinburg"	"Scotland"	"Yes"	"Monday"	"08/06/2012 12:00:00 AM"	"Bicyclist Overtaking Motorist"	15	"Intersection-Related"	"August"	"15:20"	"Bicyclist Overtaking - Parked Vehicle"	NA	2012	"B: Evident Injury"	"Residential"	NA	NA	NA	NA	"Injury"	NA	NA	"Passenger Car"	"No"	"No"	34.77184	"Daylight"	"Urban (>70% Developed)"	-79.4514	"2 lanes"	2	"Straight - Grade"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Urban"	NA	"No Control Present"	"Clear"	"No"	"(34.77184, -79.4514)"
"5252"	555	556	"No"	"16-19"	"19"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Charlotte"	"Mecklenburg"	"No"	"Monday"	"08/13/2012 12:00:00 AM"	"Parallel Paths - Other Circumstances"	20	"Non-Intersection"	"August"	"20:06"	"Parallel Paths - Other /"	NA	2012	"C: Possible Injury"	"Commercial"	"50-59"	"51"	"No"	"11-15 mph"	"O: No Injury"	"White"	"Male"	"Sport Utility"	"No"	"No"	35.2181	"Dusk"	"Urban (>70% Developed)"	-80.8144	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	"(35.2181, -80.8144)"
"5253"	556	557	"Yes"	"10-Jun"	"9"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"Black"	"Female"	"None - Rural Crash"	"Iredell"	"No"	"Monday"	"08/13/2012 12:00:00 AM"	"Head-On"	18	"Non-Intersection"	"August"	"18:30"	"Head-On - Motorist"	NA	2012	"B: Evident Injury"	"Residential"	NA	NA	"No"	"16-20 mph"	"Injury"	NA	NA	"Motorcycle"	"No"	"Yes"	35.781	"Daylight"	"Rural (<30% Developed)"	-80.8403	"2 lanes"	2	"Straight - Grade"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Rural"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	"(35.781, -80.8403)"
"5254"	557	558	"Yes"	"30-39"	"30"	"No"	"Facing Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Sanford"	"Lee"	"No"	"Tuesday"	"07/31/2012 12:00:00 AM"	"Crossing Paths - Other Circumstances"	14	"Intersection"	"July"	"14:22"	"Crossing Paths - Uncontrolled Intersection"	NA	2012	"C: Possible Injury"	"Commercial"	"60-69"	"69"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.47164	"Daylight"	"Urban (>70% Developed)"	-79.1743	"2 lanes"	2	"Straight - Hillcrest"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Flashing Signal Without Stop Sign"	"Clear"	"No"	"(35.47164, -79.1743)"
"5255"	558	559	"Yes"	"60-69"	"65"	"No"	"Facing Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Sanford"	"Lee"	"No"	"Sunday"	"07/29/2012 12:00:00 AM"	"Crossing Paths - Other Circumstances"	18	"Intersection"	"July"	"18:13"	"Signalized Intersection - Other /"	NA	2012	"C: Possible Injury"	"Commercial"	"40-49"	"42"	"No"	"6-10 mph"	"O: No Injury"	"White"	"Male"	"Pickup"	"No"	"No"	35.46613	"Daylight"	"Urban (>70% Developed)"	-79.159	"5 lanes"	2	"Straight - Hillcrest"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Related To Intersection"	"Coarse Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(35.46613, -79.159)"
"5256"	559	560	"Yes"	"50-59"	"52"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Iredell"	"No"	"Monday"	"08/13/2012 12:00:00 AM"	"Motorist Overtaking Bicyclist"	12	"Non-Intersection"	"August"	"12:24"	"Motorist Overtaking - Other /"	NA	2012	"B: Evident Injury"	"Residential"	"20-24"	"23"	"No"	"31-35 mph"	"O: No Injury"	"White"	"Male"	"Pickup"	"No"	"No"	35.55584	"Daylight"	"Urban (>70% Developed)"	-80.9231	"2 lanes"	2	"Straight - Level"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Rural"	"40 - 45  MPH"	"No Control Present"	"Clear"	"No"	"(35.55584, -80.9231)"
"5257"	560	561	"Yes"	"50-59"	"51"	"Yes"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"None - Rural Crash"	"Cumberland"	"Yes"	"Monday"	"08/13/2012 12:00:00 AM"	"Motorist Overtaking Bicyclist"	20	"Non-Intersection"	"August"	"20:21"	"Motorist Overtaking - Other /"	NA	2012	"C: Possible Injury"	"Residential"	"0-19"	"18"	"No"	"46-50 mph"	"O: No Injury"	"White"	"Male"	"Pickup"	"No"	"No"	34.95009	"Dusk"	"Mixed (30% To 70% Developed)"	-78.7521	"2 lanes"	2	"Straight - Level"	"NC Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Rural"	"50 - 55  MPH"	"Double Yellow Line, No Passing Zone"	"Clear"	"No"	"(34.95009, -78.7521)"
"5258"	561	562	"Yes"	"20-24"	"21"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Hispanic"	"Male"	"None - Rural Crash"	"Franklin"	"No"	"Tuesday"	"08/14/2012 12:00:00 AM"	"Motorist Overtaking Bicyclist"	10	"Non-Intersection"	"August"	"10:29"	"Motorist Overtaking - Other /"	NA	2012	"B: Evident Injury"	"Residential"	"0-19"	"19"	"No"	"51-55 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.99438	"Daylight"	"Rural (<30% Developed)"	-78.3697	"2 lanes"	3	"Straight - Grade"	"US Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Rural"	"50 - 55  MPH"	"Double Yellow Line, No Passing Zone"	"Clear"	"No"	"(35.99438, -78.3697)"
"5259"	562	563	"Yes"	"50-59"	"56"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"Winston-Salem"	"Forsyth"	"No"	"Saturday"	"07/28/2012 12:00:00 AM"	"Motorist Left Turn / Merge"	7	"Intersection"	"July"	"7:20"	"Motorist Left Turn - Opposite Direction"	NA	2012	"B: Evident Injury"	"Residential"	"60-69"	"64"	"No"	"11-15 mph"	"O: No Injury"	"Black"	"Male"	"Sport Utility"	"No"	"No"	36.1231	"Daylight"	"Mixed (30% To 70% Developed)"	-80.3314	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"T-Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"40 - 45  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(36.1231, -80.3314)"
"5260"	563	564	"Yes"	"10-Jun"	"9"	"No"	"Not Applicable"	"C: Possible Injury"	"Non-Roadway"	"Black"	"Male"	"None - Rural Crash"	"Mecklenburg"	"No"	"Wednesday"	"08/15/2012 12:00:00 AM"	"Bicyclist Failed to Yield - Midblock"	17	"Non-Intersection"	"August"	"17:30"	"Bicyclist Ride Out - Other Midblock"	NA	2012	"C: Possible Injury"	"Residential"	"20-24"	"22"	"No"	"16-20 mph"	"O: No Injury"	"Black"	"Female"	"Passenger Car"	"No"	"No"	35.29313	"Daylight"	"Mixed (30% To 70% Developed)"	-80.8033	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Rural"	"20 - 25  MPH"	"No Control Present"	"Clear"	"No"	"(35.29313, -80.8033)"
"5261"	564	565	"Yes"	"50-59"	"52"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Henderson"	"No"	"Thursday"	"08/16/2012 12:00:00 AM"	"Motorist Overtaking Bicyclist"	9	"Non-Intersection"	"August"	"9:29"	"Motorist Overtaking - Other /"	NA	2012	"C: Possible Injury"	"Farms, Woods, Pastures"	"50-59"	"55"	"No"	"26-30 mph"	"O: No Injury"	"White"	"Male"	"Pickup"	"No"	"No"	35.42164	"Daylight"	"Rural (<30% Developed)"	-82.4993	"2 lanes"	2	"Curve - Level"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Mountains"	"Rural"	"40 - 45  MPH"	"Double Yellow Line, No Passing Zone"	"Clear"	"No"	"(35.42164, -82.4993)"
"5262"	565	566	"No"	"10-Jun"	"9"	"No"	"Not Applicable"	"O: No Injury"	"Non-Roadway"	"White"	"Female"	"None - Rural Crash"	"Onslow"	"No"	"Monday"	"08/13/2012 12:00:00 AM"	"Non-Roadway"	22	"Non-Roadway"	"August"	"22:49"	"Non-Roadway"	NA	2012	"O: No Injury"	"Commercial"	NA	NA	NA	"0-5 mph"	"Injury"	NA	NA	"Passenger Car"	"No"	"No"	34.67785	"Daylight"	"Urban (>70% Developed)"	-77.2106	NA	2	"Straight - Level"	"Public Vehicular Area"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Public"	"Smooth Asphalt"	"Coastal"	"Rural"	"5 - 15 MPH"	"No Control Present"	"Clear"	"No"	"(34.67785, -77.2106)"
"5263"	566	567	"No"	"25-29"	"25"	"No"	"Facing Traffic"	"C: Possible Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"Black"	"Male"	"Havelock"	"Craven"	"No"	"Sunday"	"07/01/2012 12:00:00 AM"	"Motorist Failed to Yield - Midblock"	13	"Non-Intersection"	"July"	"13:35"	"Motorist Drive Out - Commercial Driveway / Alley"	NA	2012	"C: Possible Injury"	"Commercial"	"40-49"	"42"	"No"	"6-10 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	34.87639	"Daylight"	"Urban (>70% Developed)"	-76.9037	"4 lanes"	2	"Straight - Level"	"US Route"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"Driveway, Public"	"Smooth Asphalt"	"Coastal"	"Urban"	NA	"No Control Present"	"Clear"	"No"	"(34.87639, -76.9037)"
"5264"	567	568	"Yes"	"25-29"	"29"	"No"	"With Traffic"	"C: Possible Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"White"	"Male"	"Durham"	"Durham"	"No"	"Thursday"	"08/16/2012 12:00:00 AM"	"Motorist Left Turn / Merge"	14	"Intersection"	"August"	"14:18"	"Motorist Left Turn - Opposite Direction"	NA	2012	"C: Possible Injury"	"Residential"	"40-49"	"48"	"No"	"6-10 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	36.01718	"Daylight"	"Urban (>70% Developed)"	-78.9216	"3 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(36.01718, -78.9216)"
"5265"	568	569	"No"	"20-24"	"20"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Charlotte"	"Mecklenburg"	"No"	"Friday"	"08/17/2012 12:00:00 AM"	"Loss of Control / Turning Error"	11	"Intersection"	"August"	"11:23"	"Bicyclist Lost Control - Mechanical Problems"	NA	2012	"C: Possible Injury"	"Commercial"	"60-69"	"64"	"No"	"0-5 mph"	"O: No Injury"	"Black"	"Male"	"Pickup"	"No"	"No"	35.23598	"Daylight"	"Urban (>70% Developed)"	-80.7737	"4 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Clear"	"No"	"(35.23598, -80.7737)"
"5266"	569	570	"No"	"40-49"	"49"	"No"	"Not Applicable"	"C: Possible Injury"	"Travel Lane"	"White"	"Female"	"Morrisville"	"Wake"	"No"	"Saturday"	"08/18/2012 12:00:00 AM"	"Non-Roadway"	16	"Non-Roadway"	"August"	"16:00"	"Non-Roadway"	NA	2012	"C: Possible Injury"	"Commercial"	"30-39"	"38"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Sport Utility"	"No"	"No"	35.81889	"Daylight"	"Urban (>70% Developed)"	-78.8464	NA	2	"Straight - Level"	"Public Vehicular Area"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Public"	"Smooth Asphalt"	"Piedmont"	"Urban"	"5 - 15 MPH"	"Stop Sign"	"Clear"	"No"	"(35.81889, -78.8464)"
"5267"	570	571	"No"	NA	"0"	NA	"Not Applicable"	"Injury"	"Non-Roadway"	NA	NA	"Durham"	"Durham"	"No"	"Wednesday"	"08/15/2012 12:00:00 AM"	"Non-Roadway"	15	"Non-Roadway"	"August"	"15:23"	"Non-Roadway"	NA	2012	"O: No Injury"	"Commercial"	"30-39"	"34"	"No"	"0-5 mph"	"O: No Injury"	"Black"	"Female"	"Sport Utility"	"No"	"No"	35.99324	"Daylight"	"Urban (>70% Developed)"	-78.8688	NA	2	"Straight - Level"	"Public Vehicular Area"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"5 - 15 MPH"	"No Control Present"	"Clear"	"No"	"(35.99324, -78.8688)"
"5268"	571	572	"Yes"	"15-Nov"	"13"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Greenville"	"Pitt"	"No"	"Friday"	"08/17/2012 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	22	"Intersection"	"August"	"22:02"	"Bicyclist Ride Through - Sign-Controlled Intersection"	NA	2012	"C: Possible Injury"	"Residential"	"30-39"	"38"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Police"	"No"	"No"	35.60951	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-77.3907	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Coarse Asphalt"	"Coastal"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Clear"	"No"	"(35.60951, -77.3907)"
"5269"	572	573	"Yes"	"30-39"	"32"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Female"	"Wilmington"	"New Hanover"	"No"	"Saturday"	"08/11/2012 12:00:00 AM"	"Motorist Left Turn / Merge"	13	"Intersection"	"August"	"13:32"	"Motorist Left Turn - Opposite Direction"	NA	2012	"B: Evident Injury"	"Commercial"	"25-29"	"29"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Sport Utility"	"No"	"No"	34.18459	"Daylight"	"Urban (>70% Developed)"	-77.9305	"5 lanes"	2	"Straight - Level"	"Local Street"	"Wet"	"One-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Urban"	"40 - 45  MPH"	"No Control Present"	"Rain"	"No"	"(34.18459, -77.9305)"
"5270"	573	574	"No"	"50-59"	"52"	"No"	"Facing Traffic"	"C: Possible Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"White"	"Male"	"High Point"	"Guilford"	"No"	"Monday"	"08/06/2012 12:00:00 AM"	"Motorist Failed to Yield - Sign-Controlled Intersection"	10	"Intersection"	"August"	"10:25"	"Motorist Drive Out - Sign-Controlled Intersection"	NA	2012	"C: Possible Injury"	"Residential"	"20-24"	"22"	"No"	"6-10 mph"	"O: No Injury"	"White"	"Male"	"Sport Utility"	"No"	"No"	35.99374	"Daylight"	"Urban (>70% Developed)"	-80.015	"4 lanes"	2	"Straight - Grade"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"T-Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"40 - 45  MPH"	"Stop Sign"	"Clear"	"No"	"(35.99374, -80.015)"
"5271"	574	575	"No"	"20-24"	"20"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Hispanic"	"Male"	"Monroe"	"Union"	"No"	"Friday"	"08/10/2012 12:00:00 AM"	"Motorist Failed to Yield - Sign-Controlled Intersection"	0	"Intersection"	"August"	"0:21"	"Motorist Drive Out - Sign-Controlled Intersection"	NA	2012	"C: Possible Injury"	"Commercial"	"50-59"	"56"	"No"	"16-20 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	34.98989	"Dark -  Lighting"	"Mixed (30% To 70% Developed)"	-80.5586	"2 lanes"	2	"Straight - Bottom"	"Local Street"	"Wet"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Cloudy"	"No"	"(34.98989, -80.5586)"
"5272"	575	576	"No"	"20-24"	"20"	"No"	"With Traffic"	"O: No Injury"	"Bike Lane / Paved Shoulder"	"White"	"Male"	"Boone"	"Watauga"	"No"	"Monday"	"08/20/2012 12:00:00 AM"	"Motorist Right Turn / Merge"	13	"Non-Intersection"	"August"	"13:30"	"Motorist Right Turn - Same Direction"	NA	2012	"O: No Injury"	"Institutional"	"30-39"	"30"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	36.21241	"Daylight"	"Urban (>70% Developed)"	-81.6808	"6 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Mountains"	"Urban"	"20 - 25  MPH"	"No Control Present"	"Clear"	"No"	"(36.21241, -81.6808)"
"5273"	576	577	"No"	"40-49"	"49"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Durham"	"Durham"	"No"	"Sunday"	"08/19/2012 12:00:00 AM"	"Loss of Control / Turning Error"	22	"Intersection"	"August"	"22:00"	"Motorist Turning Error - Left Turn"	NA	2012	"C: Possible Injury"	"Residential"	NA	NA	NA	NA	"Injury"	NA	NA	"Passenger Car"	"No"	"Yes"	35.99433	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-78.8758	"4 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	NA	"Stop Sign"	"Clear"	"No"	"(35.99433, -78.8758)"
"5274"	577	578	"No"	NA	"0"	"No"	"Facing Traffic"	"O: No Injury"	"Travel Lane"	"Black"	"Male"	"Greenville"	"Pitt"	"No"	"Monday"	"07/16/2012 12:00:00 AM"	"Motorist Failed to Yield - Sign-Controlled Intersection"	22	"Intersection-Related"	"July"	"22:00"	"Motorist Drive Out - Sign-Controlled Intersection"	NA	2012	"O: No Injury"	"Institutional"	"70"	"70"	"No"	"6-10 mph"	"O: No Injury"	"Asian"	"Male"	"Commercial Bus"	"No"	"No"	35.61147	"Dark - Roadway Not Lighted"	"Urban (>70% Developed)"	-77.4147	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"T-Intersection"	"Smooth Asphalt"	"Coastal"	"Urban"	"40 - 45  MPH"	"Stop Sign"	"Clear"	"No"	"(35.61147, -77.4147)"
"5275"	578	579	"No"	"25-29"	"25"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Asheville"	"Buncombe"	"No"	"Friday"	"08/10/2012 12:00:00 AM"	"Motorist Failed to Yield - Sign-Controlled Intersection"	9	"Intersection"	"August"	"9:52"	"Motorist Drive Out - Sign-Controlled Intersection"	NA	2012	"C: Possible Injury"	"Commercial"	"30-39"	"30"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	35.56909	"Dark -  Lighting"	"Urban (>70% Developed)"	-82.5444	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Mountains"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Clear"	"No"	"(35.56909, -82.5444)"
